segment_id,hour,signal_loss_db,latency_ms,packet_loss_pct,temperature_c,fault_risk_label,fault_hour
SEG-001,0,2.0457075619631646,13.185263327673178,0.030061219998106074,23.73923067760681,0,579
SEG-001,1,1.8564987674797315,14.19728518012657,0.060817750329705246,23.551832620850202,0,579
SEG-001,2,2.1375387542310618,11.500695721845016,0.008279437100742318,24.698197097164492,0,579
SEG-001,3,2.1784871274742503,12.15609043922598,0.09316116447077694,24.388135545841447,0,579
SEG-001,4,1.7571135615099491,12.640858315364419,0.04567917019835971,24.397725785024264,0,579
SEG-001,5,1.8667219418352448,14.571482598412329,0.058701211894506056,24.74263575557626,0,579
SEG-001,6,2.0933972482514496,13.649546515368817,0.11977339375645055,25.549151399622687,0,579
SEG-001,7,2.038828281249121,14.055797188805737,0.0954932030176821,23.312005393589,0,579
SEG-001,8,2.0956382354132024,12.545778116743985,0.04080303136138827,23.82121592173238,0,579
SEG-001,9,1.9819251695897773,12.575710885318314,0.03220339445388923,23.906095690549467,0,579
SEG-001,10,2.2533240652977615,13.840469252940103,0.04023364965441405,23.812544853241945,0,579
SEG-001,11,2.24940501138432,13.537143514985637,0.06529694745429607,23.72292604151949,0,579
SEG-001,12,2.1537322662154432,13.935233534997383,0.04684327597247387,24.135644861332633,0,579
SEG-001,13,2.3237556184599972,13.349226849432526,0.03814267564989585,23.700913149293466,0,579
SEG-001,14,2.235369130103898,13.722397100308013,0.09401543752127127,24.500468848569948,0,579
SEG-001,15,2.046635312449653,13.624292278733835,0.0465737032466649,24.382517686798344,0,579
SEG-001,16,2.240823558533296,14.115325847895587,0.11898767279111958,24.620891082720846,0,579
SEG-001,17,2.0513382888223206,14.131441654786235,0.052722276912565195,24.657935723385517,0,579
SEG-001,18,2.336259173203091,12.180081324797488,0.10355955182674183,24.7292553549572,0,579
SEG-001,19,2.2059687215917814,11.665745874420463,0.06071958268131881,24.264712734944432,0,579
SEG-001,20,2.194323701427022,14.249998298757456,0.07888881719748343,25.53563818574269,0,579
SEG-001,21,2.128123619010217,14.38130874702409,0.028261668454468272,24.61591449178196,0,579
SEG-001,22,2.421454541775787,12.594672709633324,0.024387223322377652,23.591071337074112,0,579
SEG-001,23,2.222290946989961,11.900895657394983,0.06379117865044963,24.044722114390556,0,579
SEG-001,24,2.188192122117903,13.443173997044282,0.07965659727395946,23.699235424655146,0,579
SEG-001,25,2.2061539862761914,14.081431259444233,0.05120769506001389,24.60171098830033,0,579
SEG-001,26,2.3449035774615137,14.74533040510935,0.011408199947489088,24.555676804280743,0,579
SEG-001,27,2.3254968878843405,13.68851774240884,0.009192249011320194,24.405880464078887,0,579
SEG-001,28,2.337743385515525,12.944117170920384,0.007185907934412768,25.669047586973917,0,579
SEG-001,29,2.345131051458395,12.49084182069344,0.0030286633881814254,24.961543674269908,0,579
SEG-001,30,2.6059425259372446,13.176270828668406,0.05328456078341263,25.07354478164708,0,579
SEG-001,31,2.2274264268296586,12.887435570440735,0.08375131765124076,24.2683770472644,0,579
SEG-001,32,2.2147449610482632,12.272574498024433,0.04959752639225574,24.25773353277688,0,579
SEG-001,33,2.172202007869765,14.679532068620539,0.01781244272013556,24.799074083290826,0,579
SEG-001,34,2.3888405692987114,14.422754784810458,0.04427718618996354,24.89051259910975,0,579
SEG-001,35,2.46745065395559,13.855825004084698,0.04511603010102179,23.899162454637334,0,579
SEG-001,36,2.2821563773329854,12.161027897908632,0.11287996250676319,24.76044462318797,0,579
SEG-001,37,2.1738492568906786,13.530887538768184,0.006285862612413318,24.88088393515108,0,579
SEG-001,38,2.1763042414751763,13.306267018775994,0.03827967192202413,24.789492108857736,0,579
SEG-001,39,2.3971483203356545,13.094916947278376,0.10117558041633692,24.513558499867248,0,579
